last_name,first_name,middle_name,full_name,gender,type,state,party,url,address,phone,twitter,facebook,youtube,youtube_id
Stevens,Haley,M.,Haley M. Stevens,F,rep,MI,Democrat,https://stevens.house.gov,227 Cannon House Office Building Washington DC 20515-2211,202-225-8171,RepHaleyStevens,,,
Tlaib,Rashida,,Rashida Tlaib,F,rep,MI,Democrat,https://tlaib.house.gov,1628 Longworth House Office Building Washington DC 20515-2213,202-225-5126,RepRashida,,,
Hagedorn,Jim,,Jim Hagedorn,M,rep,MN,Republican,https://hagedorn.house.gov,325 Cannon House Office Building Washington DC 20515-2301,202-225-2472,RepHagedorn,,,
Craig,Angie,,Angie Craig,F,rep,MN,Democrat,https://craig.house.gov,1523 Longworth House Office Building Washington DC 20515-2302,202-225-2271,RepAngieCraig,,,
Phillips,Dean,,Dean Phillips,M,rep,MN,Democrat,https://phillips.house.gov,1305 Longworth House Office Building Washington DC 20515-2303,202-225-2871,RepDeanPhillips,,,
Omar,Ilhan,,Ilhan Omar,F,rep,MN,Democrat,https://omar.house.gov,1517 Longworth House Office Building Washington DC 20515-2305,202-225-4755,Ilhan,,,
Stauber,Pete,,Pete Stauber,M,rep,MN,Republican,https://stauber.house.gov,126 Cannon House Office Building Washington DC 20515-2308,202-225-6211,RepPeteStauber,,,
Guest,Michael,,Michael Guest,M,rep,MS,Republican,https://guest.house.gov,230 Cannon House Office Building Washington DC 20515-2403,202-225-5031,RepMichaelGuest,,,
Armstrong,Kelly,,Kelly Armstrong,M,rep,ND,Republican,https://armstrong.house.gov,1004 Longworth House Office Building Washington DC 20515-3400,202-225-2611,RepArmstrongND,,,
Pappas,Chris,,Chris Pappas,M,rep,NH,Democrat,https://pappas.house.gov,323 Cannon House Office Building Washington DC 20515-2901,202-225-5456,RepChrisPappas,,,
Van Drew,Jefferson,,Jefferson Van Drew,M,rep,NJ,Republican,https://vandrew.house.gov,331 Cannon House Office Building Washington DC 20515-3002,202-225-6572,CongressmanJVD,,,
Kim,Andy,,Andy Kim,M,rep,NJ,Democrat,https://kim.house.gov,1516 Longworth House Office Building Washington DC 20515-3003,202-225-4765,RepAndyKimNJ,,,
Malinowski,Tom,,Tom Malinowski,M,rep,NJ,Democrat,https://malinowski.house.gov,426 Cannon House Office Building Washington DC 20515-3007,202-225-5361,RepMalinowski,,,
Sherrill,Mikie,,Mikie Sherrill,F,rep,NJ,Democrat,https://sherrill.house.gov,1208 Longworth House Office Building Washington DC 20515-3011,202-225-5034,RepSherrill,,,
Haaland,Debra,A.,Debra A. Haaland,F,rep,NM,Democrat,https://haaland.house.gov,1237 Longworth House Office Building Washington DC 20515-3101,202-225-6316,RepDebHaaland,,,
Torres Small,Xochitl,,Xochitl Torres Small,F,rep,NM,Democrat,https://torressmall.house.gov,430 Cannon House Office Building Washington DC 20515-3102,202-225-2365,RepTorresSmall,,,
Lee,Susie,,Susie Lee,F,rep,NV,Democrat,https://susielee.house.gov,522 Cannon House Office Building Washington DC 20515-2803,202-225-3252,RepSusieLee,,,
Rose,Max,,Max Rose,M,rep,NY,Democrat,https://maxrose.house.gov,1529 Longworth House Office Building Washington DC 20515-3211,202-225-3371,RepMaxRose,,,
Ocasio-Cortez,Alexandria,,Alexandria Ocasio-Cortez,F,rep,NY,Democrat,https://ocasio-cortez.house.gov,229 Cannon House Office Building Washington DC 20515-3214,202-225-3965,RepAOC,,,
Delgado,Antonio,,Antonio Delgado,M,rep,NY,Democrat,https://delgado.house.gov,1007 Longworth House Office Building Washington DC 20515-3219,202-225-5614,repdelgado,,,
Brindisi,Anthony,,Anthony Brindisi,M,rep,NY,Democrat,https://brindisi.house.gov,329 Cannon House Office Building Washington DC 20515-3222,202-225-3665,RepBrindisi,,,
Gonzalez,Anthony,,Anthony Gonzalez,M,rep,OH,Republican,https://anthonygonzalez.house.gov,1023 Longworth House Office Building Washington DC 20515-3516,202-225-3876,RepAGonzalez,,,
Horn,Kendra,S.,Kendra S. Horn,F,rep,OK,Democrat,https://horn.house.gov,415 Cannon House Office Building Washington DC 20515-3605,202-225-2132,RepKendraHorn,,,
Dean,Madeleine,,Madeleine Dean,F,rep,PA,Democrat,https://dean.house.gov,129 Cannon House Office Building Washington DC 20515-3804,202-225-4731,RepDean,,,
Houlahan,Chrissy,,Chrissy Houlahan,F,rep,PA,Democrat,https://houlahan.house.gov,1218 Longworth House Office Building Washington DC 20515-3806,202-225-4315,RepHoulahan,,,
Meuser,Daniel,,Daniel Meuser,M,rep,PA,Republican,https://meuser.house.gov,326 Cannon House Office Building Washington DC 20515-3809,202-225-6511,RepMeuser,,,
Joyce,John,,John Joyce,M,rep,PA,Republican,https://johnjoyce.house.gov,1337 Longworth House Office Building Washington DC 20515-3813,202-225-2431,RepJohnJoyce,,,
Reschenthaler,Guy,,Guy Reschenthaler,M,rep,PA,Republican,https://reschenthaler.house.gov,531 Cannon House Office Building Washington DC 20515-3814,202-225-2065,GReschenthaler,,,
Cunningham,Joe,,Joe Cunningham,M,rep,SC,Democrat,https://cunningham.house.gov,423 Cannon House Office Building Washington DC 20515-4001,202-225-3176,RepCunningham,,,
Timmons,William,R.,William R. Timmons IV,M,rep,SC,Republican,https://timmons.house.gov,313 Cannon House Office Building Washington DC 20515-4004,202-225-6030,RepTimmons,,,
Johnson,Dusty,,Dusty Johnson,M,rep,SD,Republican,https://dustyjohnson.house.gov,1508 Longworth House Office Building Washington DC 20515-4100,202-225-2801,RepDustyJohnson,,,
Burchett,Tim,,Tim Burchett,M,rep,TN,Republican,https://burchett.house.gov,1122 Longworth House Office Building Washington DC 20515-4202,202-225-5435,RepTimBurchett,,,
Rose,John,W.,John W. Rose,M,rep,TN,Republican,https://johnrose.house.gov,1232 Longworth House Office Building Washington DC 20515-4206,202-225-4231,RepJohnRose,,,
Green,Mark,E.,Mark E. Green,M,rep,TN,Republican,https://markgreen.house.gov,533 Cannon House Office Building Washington DC 20515-4207,202-225-2811,RepMarkGreen,,,
Crenshaw,Dan,,Dan Crenshaw,M,rep,TX,Republican,https://crenshaw.house.gov,413 Cannon House Office Building Washington DC 20515-4302,202-225-6565,RepDanCrenshaw,,,
Taylor,Van,,Van Taylor,M,rep,TX,Republican,https://vantaylor.house.gov,1404 Longworth House Office Building Washington DC 20515-4303,202-225-4201,RepVanTaylor,,,
Gooden,Lance,,Lance Gooden,M,rep,TX,Republican,https://gooden.house.gov,425 Cannon House Office Building Washington DC 20515-4305,202-225-3484,RepLanceGooden,,,
Wright,Ron,,Ron Wright,M,rep,TX,Republican,https://wright.house.gov,428 Cannon House Office Building Washington DC 20515-4306,202-225-2002,RepRonWright,,,
Fletcher,Lizzie,,Lizzie Fletcher,F,rep,TX,Democrat,https://fletcher.house.gov,1429 Longworth House Office Building Washington DC 20515-4307,202-225-2571,RepFletcher,,,
Escobar,Veronica,,Veronica Escobar,F,rep,TX,Democrat,https://escobar.house.gov,1505 Longworth House Office Building Washington DC 20515-4316,202-225-4831,RepEscobar,,,
Roy,Chip,,Chip Roy,M,rep,TX,Republican,https://roy.house.gov,1319 Longworth House Office Building Washington DC 20515-4321,202-225-4236,RepChipRoy,,,
Garcia,Sylvia,R.,Sylvia R. Garcia,F,rep,TX,Democrat,https://sylviagarcia.house.gov,1620 Longworth House Office Building Washington DC 20515-4329,202-225-1688,RepSylviaGarcia,,,
Allred,Colin,Z.,Colin Z. Allred,M,rep,TX,Democrat,https://allred.house.gov,328 Cannon House Office Building Washington DC 20515-4332,202-225-2231,RepColinAllred,,,
McAdams,Ben,,Ben McAdams,M,rep,UT,Democrat,https://mcadams.house.gov,130 Cannon House Office Building Washington DC 20515-4404,202-225-3011,RepBenMcAdams,,,
Luria,Elaine,G.,Elaine G. Luria,F,rep,VA,Democrat,https://luria.house.gov,534 Cannon House Office Building Washington DC 20515-4602,202-225-4215,RepElaineLuria,,,
Riggleman,Denver,,Denver Riggleman,M,rep,VA,Republican,https://riggleman.house.gov,1022 Longworth House Office Building Washington DC 20515-4605,202-225-4711,RepRiggleman,,,
Cline,Ben,,Ben Cline,M,rep,VA,Republican,https://cline.house.gov,1009 Longworth House Office Building Washington DC 20515-4606,202-225-5431,RepBenCline,,,
Spanberger,Abigail,Davis,Abigail Davis Spanberger,F,rep,VA,Democrat,https://spanberger.house.gov,1239 Longworth House Office Building Washington DC 20515-4607,202-225-2815,RepSpanberger,,,
Wexton,Jennifer,,Jennifer Wexton,F,rep,VA,Democrat,https://wexton.house.gov,1217 Longworth House Office Building Washington DC 20515-4610,202-225-5136,RepWexton,,,
Schrier,Kim,,Kim Schrier,F,rep,WA,Democrat,https://schrier.house.gov,1123 Longworth House Office Building Washington DC 20515-4708,202-225-7761,RepKimSchrier,,,
Steil,Bryan,,Bryan Steil,M,rep,WI,Republican,https://steil.house.gov,1408 Longworth House Office Building Washington DC 20515-4901,202-225-3031,RepBryanSteil,,,
Miller,Carol,D.,Carol D. Miller,F,rep,WV,Republican,https://miller.house.gov,1605 Longworth House Office Building Washington DC 20515-4803,202-225-3452,RepCarolMiller,,,
Scott,Rick,,Rick Scott,M,sen,FL,Republican,https://www.rickscott.senate.gov,716 Hart Senate Office Building Washington DC 20510,202-224-5274,SenRickScott,RickScottSenOffice,,UC-Y9pFmW4PYGZHkC8lcqSkQ
Braun,Mike,,Mike Braun,M,sen,IN,Republican,https://www.braun.senate.gov,374 Russell Senate Office Building Washington DC 20510,202-224-4814,SenatorBraun,,,
Hawley,Joshua,,Josh Hawley,M,sen,MO,Republican,https://www.hawley.senate.gov,212 Russell Senate Office Building Washington DC 20510,202-224-6154,SenHawleyPress,,,
Romney,Mitt,,Mitt Romney,M,sen,UT,Republican,https://www.romney.senate.gov,124 Russell Senate Office Building Washington DC 20510,202-224-5251,SenatorRomney,,,
Golden,Jared,Forrest,Jared F. Golden,M,rep,ME,Democrat,https://golden.house.gov,1223 Longworth House Office Building Washington DC 20515-1902,202-225-6306,repgolden,,,
Keller,Fred,,Fred Keller,M,rep,PA,Republican,https://keller.house.gov,1717 Longworth House Office Building Washington DC 20515-3812,202-225-3731,RepFredKeller,CongressmanFredKeller,,UC_IluBx9m7HWoNhEYSoPQNQ
Bishop,Dan,,Dan Bishop,M,rep,NC,Republican,https://danbishop.house.gov/,132 Cannon House Office Building Washington DC 20515-3309,202-225-1976,RepDanBishop,repdanbishop,,
Murphy,Gregory,Francis,Gregory F. Murphy,M,rep,NC,Republican,https://gregmurphy.house.gov/,2333 Rayburn House Office Building Washington DC 20515-3303,202-225-3415,RepGregMurphy,RepGregMurphy,,
Loeffler,Kelly,,Kelly Loeffler,F,sen,GA,Republican,https://www.loeffler.senate.gov,131 Russell Senate Office Building Washington DC 20510,202-224-3643,SenatorLoeffler,SenLoeffler,,
Mfume,Kweisi,,Kweisi Mfume,M,rep,MD,Democrat,,2163 Rayburn House Office Building Washington DC 20515-2007,202-225-4741,RepKweisiMfume,RepKweisiMfume,,
Tiffany,Thomas,P.,Thomas P. Tiffany,M,rep,WI,Republican,,1714 Longworth House Office Building Washington DC 20515-4907,202-225-3365,,,,
Garcia,Mike,,Mike Garcia,M,rep,CA,Republican,,1130 Longworth House Office Building Washington DC 20515-0525,202-225-1956,repmikegarcia,RepMikeGarcia,,
Jacobs,Chris,,Chris Jacobs,M,rep,NY,Republican,,2243 Rayburn House Office Building Washington DC 20515-3227,202-225-5265,,,,
Kelly,Mark,,Mark Kelly,M,sen,AZ,Democrat,https://www.kelly.senate.gov,B40B Dirksen Senate Office Building Washington DC 20510,202-224-2235,SenMarkKelly,SenMarkKelly,,
Hall,Kwanza,,,M,rep,GA,Democrat,https://hall.house.gov/,,,,,,
